typeName,time,materialtypeID,groupID,typeName,quantity
"125mm Gatling AutoCannon II",7020,11399,18,Morphite,2
"125mm Gatling AutoCannon II",7020,11486,332,"R.A.M.- Weapon Tech",2
"125mm Gatling AutoCannon II",7020,11691,334,"Thermonuclear Trigger Unit",3
"200mm AutoCannon II",2340,9848,1040,Robotics,1
"200mm AutoCannon II",2340,11399,18,Morphite,5
"200mm AutoCannon II",2340,11486,332,"R.A.M.- Weapon Tech",2
"200mm AutoCannon II",2340,11691,334,"Thermonuclear Trigger Unit",6
"220mm Vulcan AutoCannon II",4680,9848,1040,Robotics,3
"220mm Vulcan AutoCannon II",4680,11399,18,Morphite,15
"220mm Vulcan AutoCannon II",4680,11486,332,"R.A.M.- Weapon Tech",2
"220mm Vulcan AutoCannon II",4680,11691,334,"Thermonuclear Trigger Unit",11
"250mm Light Artillery Cannon II",2340,9848,1040,Robotics,1
"250mm Light Artillery Cannon II",2340,11399,18,Morphite,6
"250mm Light Artillery Cannon II",2340,11486,332,"R.A.M.- Weapon Tech",2
"250mm Light Artillery Cannon II",2340,11691,334,"Thermonuclear Trigger Unit",7
"425mm AutoCannon II",4680,9848,1040,Robotics,3
"425mm AutoCannon II",4680,11399,18,Morphite,17
"425mm AutoCannon II",4680,11486,332,"R.A.M.- Weapon Tech",2
"425mm AutoCannon II",4680,11691,334,"Thermonuclear Trigger Unit",12
"650mm Artillery Cannon II",4680,9848,1040,Robotics,3
"650mm Artillery Cannon II",4680,11399,18,Morphite,18
"650mm Artillery Cannon II",4680,11486,332,"R.A.M.- Weapon Tech",2
"650mm Artillery Cannon II",4680,11691,334,"Thermonuclear Trigger Unit",13
"Dual 180mm AutoCannon II",4680,9848,1040,Robotics,3
"Dual 180mm AutoCannon II",4680,11399,18,Morphite,14
"Dual 180mm AutoCannon II",4680,11486,332,"R.A.M.- Weapon Tech",2
"Dual 180mm AutoCannon II",4680,11691,334,"Thermonuclear Trigger Unit",10
"Dual 425mm AutoCannon II",7020,9848,1040,Robotics,10
"Dual 425mm AutoCannon II",7020,11399,18,Morphite,32
"Dual 425mm AutoCannon II",7020,11486,332,"R.A.M.- Weapon Tech",2
"Dual 425mm AutoCannon II",7020,11691,334,"Thermonuclear Trigger Unit",22
"Dual 650mm Repeating Cannon II",7020,9848,1040,Robotics,10
"Dual 650mm Repeating Cannon II",7020,11399,18,Morphite,33
"Dual 650mm Repeating Cannon II",7020,11486,332,"R.A.M.- Weapon Tech",2
"Dual 650mm Repeating Cannon II",7020,11691,334,"Thermonuclear Trigger Unit",23
"1400mm Howitzer Artillery II",7020,9848,1040,Robotics,10
"1400mm Howitzer Artillery II",7020,11399,18,Morphite,38
"1400mm Howitzer Artillery II",7020,11486,332,"R.A.M.- Weapon Tech",2
"1400mm Howitzer Artillery II",7020,11691,334,"Thermonuclear Trigger Unit",27
"720mm Howitzer Artillery II",4680,9848,1040,Robotics,3
"720mm Howitzer Artillery II",4680,11399,18,Morphite,20
"720mm Howitzer Artillery II",4680,11486,332,"R.A.M.- Weapon Tech",2
"720mm Howitzer Artillery II",4680,11691,334,"Thermonuclear Trigger Unit",14
"280mm Howitzer Artillery II",2340,9848,1040,Robotics,1
"280mm Howitzer Artillery II",2340,11486,332,"R.A.M.- Weapon Tech",2
"280mm Howitzer Artillery II",2340,11691,334,"Thermonuclear Trigger Unit",8
"Dual Heavy Beam Laser II",7020,40,18,Megacyte,1
"Dual Heavy Beam Laser II",7020,9848,1040,Robotics,10
"Dual Heavy Beam Laser II",7020,11399,18,Morphite,33
"Dual Heavy Beam Laser II",7020,11486,332,"R.A.M.- Weapon Tech",2
"Dual Heavy Beam Laser II",7020,11689,334,"Laser Focusing Crystals",23
"Dual Light Beam Laser II",2340,9848,1040,Robotics,1
"Dual Light Beam Laser II",2340,11399,18,Morphite,5
"Dual Light Beam Laser II",2340,11486,332,"R.A.M.- Weapon Tech",2
"Dual Light Beam Laser II",2340,11689,334,"Laser Focusing Crystals",6
"Dual Light Pulse Laser II",2340,9848,1040,Robotics,1
"Dual Light Pulse Laser II",2340,11399,18,Morphite,3
"Dual Light Pulse Laser II",2340,11486,332,"R.A.M.- Weapon Tech",2
"Dual Light Pulse Laser II",2340,11689,334,"Laser Focusing Crystals",4
"Focused Medium Beam Laser II",4680,9848,1040,Robotics,3
"Focused Medium Beam Laser II",4680,11399,18,Morphite,17
"Focused Medium Beam Laser II",4680,11486,332,"R.A.M.- Weapon Tech",2
"Focused Medium Beam Laser II",4680,11689,334,"Laser Focusing Crystals",12
"Gatling Pulse Laser II",2340,9848,1040,Robotics,3
"Gatling Pulse Laser II",2340,11399,18,Morphite,2
"Gatling Pulse Laser II",2340,11486,332,"R.A.M.- Weapon Tech",2
"Gatling Pulse Laser II",2340,11689,334,"Laser Focusing Crystals",3
"Heavy Beam Laser II",4680,9848,1040,Robotics,3
"Heavy Beam Laser II",4680,11399,18,Morphite,20
"Heavy Beam Laser II",4680,11486,332,"R.A.M.- Weapon Tech",2
"Heavy Beam Laser II",4680,11689,334,"Laser Focusing Crystals",14
"Small Focused Beam Laser II",2340,9848,1040,Robotics,1
"Small Focused Beam Laser II",2340,11399,18,Morphite,8
"Small Focused Beam Laser II",2340,11486,332,"R.A.M.- Weapon Tech",2
"Small Focused Beam Laser II",2340,11689,334,"Laser Focusing Crystals",8
"Small Focused Pulse Laser II",2340,9848,1040,Robotics,1
"Small Focused Pulse Laser II",2340,11399,18,Morphite,6
"Small Focused Pulse Laser II",2340,11486,332,"R.A.M.- Weapon Tech",2
"Small Focused Pulse Laser II",2340,11689,334,"Laser Focusing Crystals",7
"Mega Beam Laser II",7020,9848,1040,Robotics,10
"Mega Beam Laser II",7020,11399,18,Morphite,36
"Mega Beam Laser II",7020,11486,332,"R.A.M.- Weapon Tech",2
"Mega Beam Laser II",7020,11689,334,"Laser Focusing Crystals",26
"Mega Pulse Laser II",7020,9848,1040,Robotics,10
"Mega Pulse Laser II",7020,11399,18,Morphite,35
"Mega Pulse Laser II",7020,11486,332,"R.A.M.- Weapon Tech",2
"Mega Pulse Laser II",7020,11689,334,"Laser Focusing Crystals",24
"Tachyon Beam Laser II",7020,9848,1040,Robotics,10
"Tachyon Beam Laser II",7020,11399,18,Morphite,38
"Tachyon Beam Laser II",7020,11486,332,"R.A.M.- Weapon Tech",2
"Tachyon Beam Laser II",7020,11689,334,"Laser Focusing Crystals",27
"150mm Railgun II",2340,9848,1040,Robotics,1
"150mm Railgun II",2340,11399,18,Morphite,8
"150mm Railgun II",2340,11486,332,"R.A.M.- Weapon Tech",2
"150mm Railgun II",2340,11690,334,"Superconductor Rails",8
"250mm Railgun II",4680,9848,1040,Robotics,3
"250mm Railgun II",4680,11399,18,Morphite,20
"250mm Railgun II",4680,11486,332,"R.A.M.- Weapon Tech",2
"250mm Railgun II",4680,11690,334,"Superconductor Rails",14
"425mm Railgun II",7020,9848,1040,Robotics,10
"425mm Railgun II",7020,11399,18,Morphite,38
"425mm Railgun II",7020,11486,332,"R.A.M.- Weapon Tech",2
"425mm Railgun II",7020,11690,334,"Superconductor Rails",27
"75mm Gatling Rail II",2340,9848,1040,Robotics,1
"75mm Gatling Rail II",2340,11399,18,Morphite,2
"75mm Gatling Rail II",2340,11486,332,"R.A.M.- Weapon Tech",2
"75mm Gatling Rail II",2340,11690,334,"Superconductor Rails",3
"Dual 150mm Railgun II",4680,9848,1040,Robotics,3
"Dual 150mm Railgun II",4680,11399,18,Morphite,15
"Dual 150mm Railgun II",4680,11486,332,"R.A.M.- Weapon Tech",2
"Dual 150mm Railgun II",4680,11690,334,"Superconductor Rails",11
"Dual 250mm Railgun II",7020,9848,1040,Robotics,10
"Dual 250mm Railgun II",7020,11399,18,Morphite,33
"Dual 250mm Railgun II",7020,11486,332,"R.A.M.- Weapon Tech",2
"Dual 250mm Railgun II",7020,11690,334,"Superconductor Rails",23
"Electron Blaster Cannon II",7020,9848,1040,Robotics,10
"Electron Blaster Cannon II",7020,11399,18,Morphite,32
"Electron Blaster Cannon II",7020,11486,332,"R.A.M.- Weapon Tech",2
"Electron Blaster Cannon II",7020,11688,334,"Particle Accelerator Unit",22
"Heavy Electron Blaster II",4680,9848,1040,Robotics,3
"Heavy Electron Blaster II",4680,11399,18,Morphite,14
"Heavy Electron Blaster II",4680,11486,332,"R.A.M.- Weapon Tech",2
"Heavy Electron Blaster II",4680,11688,334,"Particle Accelerator Unit",10
"Heavy Ion Blaster II",4680,9848,1040,Robotics,3
"Heavy Ion Blaster II",4680,11399,18,Morphite,17
"Heavy Ion Blaster II",4680,11486,332,"R.A.M.- Weapon Tech",2
"Heavy Ion Blaster II",4680,11688,334,"Particle Accelerator Unit",12
"Heavy Neutron Blaster II",4680,9848,1040,Robotics,3
"Heavy Neutron Blaster II",4680,11399,18,Morphite,18
"Heavy Neutron Blaster II",4680,11486,332,"R.A.M.- Weapon Tech",2
"Heavy Neutron Blaster II",4680,11688,334,"Particle Accelerator Unit",13
"Ion Blaster Cannon II",7020,9848,1040,Robotics,10
"Ion Blaster Cannon II",7020,11399,18,Morphite,33
"Ion Blaster Cannon II",7020,11486,332,"R.A.M.- Weapon Tech",2
"Ion Blaster Cannon II",7020,11688,334,"Particle Accelerator Unit",24
"Light Electron Blaster II",2340,9848,1040,Robotics,1
"Light Electron Blaster II",2340,11399,18,Morphite,3
"Light Electron Blaster II",2340,11486,332,"R.A.M.- Weapon Tech",2
"Light Electron Blaster II",2340,11688,334,"Particle Accelerator Unit",4
"Light Ion Blaster II",2340,9848,1040,Robotics,1
"Light Ion Blaster II",2340,11399,18,Morphite,5
"Light Ion Blaster II",2340,11486,332,"R.A.M.- Weapon Tech",2
"Light Ion Blaster II",2340,11688,334,"Particle Accelerator Unit",6
"Light Neutron Blaster II",2340,9848,1040,Robotics,1
"Light Neutron Blaster II",2340,11399,18,Morphite,6
"Light Neutron Blaster II",2340,11486,332,"R.A.M.- Weapon Tech",2
"Light Neutron Blaster II",2340,11688,334,"Particle Accelerator Unit",7
"Neutron Blaster Cannon II",7020,9848,1040,Robotics,10
"Neutron Blaster Cannon II",7020,11399,18,Morphite,15
"Neutron Blaster Cannon II",7020,11486,332,"R.A.M.- Weapon Tech",2
"Neutron Blaster Cannon II",7020,11688,334,"Particle Accelerator Unit",26
"Warp Disruptor II",4680,9840,1034,Transmitter,11
"Warp Disruptor II",4680,9842,1034,"Miniature Electronics",6
"Warp Disruptor II",4680,11399,18,Morphite,8
"Warp Disruptor II",4680,11483,332,"R.A.M.- Electronics",2
"Warp Disruptor II",4680,11534,334,"Gravimetric Sensor Cluster",6
"Warp Disruptor II",4680,11540,334,"Quantum Microprocessor",5
"Quad Light Beam Laser II",4680,9848,1040,Robotics,3
"Quad Light Beam Laser II",4680,11399,18,Morphite,14
"Quad Light Beam Laser II",4680,11486,332,"R.A.M.- Weapon Tech",2
"Quad Light Beam Laser II",4680,11689,334,"Laser Focusing Crystals",10
"Small Capacitor Battery II",2340,9838,1034,Superconductors,3
"Small Capacitor Battery II",2340,11399,18,Morphite,3
"Small Capacitor Battery II",2340,11482,332,"R.A.M.- Energy Tech",2
"Small Capacitor Battery II",2340,11539,334,"Nanoelectrical Microprocessor",3
"Small Capacitor Battery II",2340,11554,334,"Tesseract Capacitor Unit",3
"Medium Capacitor Battery II",4680,9838,1034,Superconductors,5
"Medium Capacitor Battery II",4680,11399,18,Morphite,5
"Medium Capacitor Battery II",4680,11482,332,"R.A.M.- Energy Tech",2
"Medium Capacitor Battery II",4680,11539,334,"Nanoelectrical Microprocessor",5
"Medium Capacitor Battery II",4680,11554,334,"Tesseract Capacitor Unit",6
"Large Capacitor Battery II",4680,9838,1034,Superconductors,6
"Large Capacitor Battery II",4680,11399,18,Morphite,6
"Large Capacitor Battery II",4680,11482,332,"R.A.M.- Energy Tech",2
"Large Capacitor Battery II",4680,11539,334,"Nanoelectrical Microprocessor",6
"Large Capacitor Battery II",4680,11554,334,"Tesseract Capacitor Unit",12
"Focused Medium Pulse Laser II",4680,9848,1040,Robotics,3
"Focused Medium Pulse Laser II",4680,11399,18,Morphite,15
"Focused Medium Pulse Laser II",4680,11486,332,"R.A.M.- Weapon Tech",2
"Focused Medium Pulse Laser II",4680,11689,334,"Laser Focusing Crystals",11
"Heavy Pulse Laser II",4680,9848,1040,Robotics,3
"Heavy Pulse Laser II",4680,11399,18,Morphite,17
"Heavy Pulse Laser II",4680,11486,332,"R.A.M.- Weapon Tech",2
"Heavy Pulse Laser II",4680,11689,334,"Laser Focusing Crystals",13
"Medium Armor Repairer II",4680,9848,1040,Robotics,4
"Medium Armor Repairer II",4680,11399,18,Morphite,5
"Medium Armor Repairer II",4680,11475,332,"R.A.M.- Armor/Hull Tech",2
"Medium Armor Repairer II",4680,11539,334,"Nanoelectrical Microprocessor",3
"Large Armor Repairer II",7020,9848,1040,Robotics,9
"Large Armor Repairer II",7020,11399,18,Morphite,8
"Large Armor Repairer II",7020,11475,332,"R.A.M.- Armor/Hull Tech",2
"Large Armor Repairer II",7020,11539,334,"Nanoelectrical Microprocessor",6
"Small Capacitor Booster II",2340,9838,1034,Superconductors,6
"Small Capacitor Booster II",2340,11399,18,Morphite,3
"Small Capacitor Booster II",2340,11482,332,"R.A.M.- Energy Tech",2
"Small Capacitor Booster II",2340,11539,334,"Nanoelectrical Microprocessor",3
"Small Capacitor Booster II",2340,11554,334,"Tesseract Capacitor Unit",3
"Heavy Capacitor Booster II",7020,39,18,Zydrine,1
"Heavy Capacitor Booster II",7020,40,18,Megacyte,1
"Heavy Capacitor Booster II",7020,9838,1034,Superconductors,24
"Heavy Capacitor Booster II",7020,11399,18,Morphite,6
"Heavy Capacitor Booster II",7020,11482,332,"R.A.M.- Energy Tech",2
"Heavy Capacitor Booster II",7020,11539,334,"Nanoelectrical Microprocessor",6
"Heavy Capacitor Booster II",7020,11554,334,"Tesseract Capacitor Unit",12
"Small Remote Shield Booster II",2340,9840,1034,Transmitter,2
"Small Remote Shield Booster II",2340,11399,18,Morphite,2
"Small Remote Shield Booster II",2340,11484,332,"R.A.M.- Shield Tech",2
"Small Remote Shield Booster II",2340,11557,334,"Linear Shield Emitter",3
"Medium Remote Shield Booster II",4680,9840,1034,Transmitter,4
"Medium Remote Shield Booster II",4680,11399,18,Morphite,3
"Medium Remote Shield Booster II",4680,11484,332,"R.A.M.- Shield Tech",2
"Medium Remote Shield Booster II",4680,11557,334,"Linear Shield Emitter",6
"Large Remote Shield Booster II",4680,9840,1034,Transmitter,9
"Large Remote Shield Booster II",4680,11399,18,Morphite,5
"Large Remote Shield Booster II",4680,11484,332,"R.A.M.- Shield Tech",2
"Large Remote Shield Booster II",4680,11557,334,"Linear Shield Emitter",12
"Medium Hull Repairer II",4680,9848,1040,Robotics,4
"Medium Hull Repairer II",4680,11399,18,Morphite,5
"Medium Hull Repairer II",4680,11475,332,"R.A.M.- Armor/Hull Tech",2
"Medium Hull Repairer II",4680,11538,334,"Nanomechanical Microprocessor",3
"Large Hull Repairer II",4680,9848,1040,Robotics,9
"Large Hull Repairer II",4680,11399,18,Morphite,8
"Large Hull Repairer II",4680,11475,332,"R.A.M.- Armor/Hull Tech",2
"Large Hull Repairer II",4680,11538,334,"Nanomechanical Microprocessor",6
"Medium Shield Extender II",2340,38,18,Nocxium,4
"Medium Shield Extender II",2340,3685,280,"Hydrogen Batteries",6
"Medium Shield Extender II",2340,11399,18,Morphite,5
"Medium Shield Extender II",2340,11484,332,"R.A.M.- Shield Tech",2
"Medium Shield Extender II",2340,11558,334,"Sustained Shield Emitter",6
"Large Shield Extender II",4680,38,18,Nocxium,4
"Large Shield Extender II",4680,3685,280,"Hydrogen Batteries",12
"Large Shield Extender II",4680,11399,18,Morphite,6
"Large Shield Extender II",4680,11484,332,"R.A.M.- Shield Tech",2
"Large Shield Extender II",4680,11558,334,"Sustained Shield Emitter",12
"Medium Proton Smartbomb II",4680,11399,18,Morphite,6
"Medium Proton Smartbomb II",4680,11482,332,"R.A.M.- Energy Tech",2
"Medium Proton Smartbomb II",4680,11692,334,"Nuclear Pulse Generator",12
"Medium Graviton Smartbomb II",4680,36,18,Mexallon,222
"Medium Graviton Smartbomb II",4680,11399,18,Morphite,6
"Medium Graviton Smartbomb II",4680,11482,332,"R.A.M.- Energy Tech",2
"Medium Graviton Smartbomb II",4680,11693,334,"Graviton Pulse Generator",12
"Medium Plasma Smartbomb II",4680,35,18,Pyerite,8000
"Medium Plasma Smartbomb II",4680,39,18,Zydrine,9
"Medium Plasma Smartbomb II",4680,11399,18,Morphite,6
"Medium Plasma Smartbomb II",4680,11482,332,"R.A.M.- Energy Tech",2
"Medium Plasma Smartbomb II",4680,11695,334,"Plasma Pulse Generator",12
"Medium EMP Smartbomb II",4680,38,18,Nocxium,11
"Medium EMP Smartbomb II",4680,11399,18,Morphite,6
"Medium EMP Smartbomb II",4680,11482,332,"R.A.M.- Energy Tech",2
"Medium EMP Smartbomb II",4680,11694,334,"EM Pulse Generator",12
"Large Proton Smartbomb II",7020,11399,18,Morphite,12
"Large Proton Smartbomb II",7020,11482,332,"R.A.M.- Energy Tech",2
"Large Proton Smartbomb II",7020,11692,334,"Nuclear Pulse Generator",24
"Large Graviton Smartbomb II",7020,36,18,Mexallon,444
"Large Graviton Smartbomb II",7020,11399,18,Morphite,12
"Large Graviton Smartbomb II",7020,11482,332,"R.A.M.- Energy Tech",2
"Large Graviton Smartbomb II",7020,11693,334,"Graviton Pulse Generator",24
"Large Plasma Smartbomb II",7020,11399,18,Morphite,12
"Large Plasma Smartbomb II",7020,11482,332,"R.A.M.- Energy Tech",2
"Large Plasma Smartbomb II",7020,11695,334,"Plasma Pulse Generator",24
"Large Remote Hull Repairer II",7020,9848,1040,Robotics,19
"Large Remote Hull Repairer II",7020,11399,18,Morphite,9
"Large Remote Hull Repairer II",7020,11475,332,"R.A.M.- Armor/Hull Tech",2
"Large Remote Hull Repairer II",7020,11538,334,"Nanomechanical Microprocessor",26
"Large EMP Smartbomb II",7020,36,18,Mexallon,444
"Large EMP Smartbomb II",7020,11399,18,Morphite,12
"Large EMP Smartbomb II",7020,11482,332,"R.A.M.- Energy Tech",2
"Large EMP Smartbomb II",7020,11694,334,"EM Pulse Generator",24
"Dual Heavy Pulse Laser II",7020,9848,1040,Robotics,10
"Dual Heavy Pulse Laser II",7020,11399,18,Morphite,32
"Dual Heavy Pulse Laser II",7020,11486,332,"R.A.M.- Weapon Tech",2
"Dual Heavy Pulse Laser II",7020,11689,334,"Laser Focusing Crystals",22
"Warp Disruption Field Generator II",9360,9840,1034,Transmitter,22
"Warp Disruption Field Generator II",9360,11399,18,Morphite,6
"Warp Disruption Field Generator II",9360,11483,332,"R.A.M.- Electronics",2
"Warp Disruption Field Generator II",9360,11536,334,"Ladar Sensor Cluster",30
"Small Tractor Beam II",2340,9840,1034,Transmitter,9
"Small Tractor Beam II",2340,11399,18,Morphite,2
"Small Tractor Beam II",2340,11482,332,"R.A.M.- Energy Tech",2
"Small Tractor Beam II",2340,11689,334,"Laser Focusing Crystals",9
"Capital Tractor Beam II",93600,9840,1034,Transmitter,83
"Capital Tractor Beam II",93600,11399,18,Morphite,41
"Capital Tractor Beam II",93600,11482,332,"R.A.M.- Energy Tech",2
"Capital Tractor Beam II",93600,11689,334,"Laser Focusing Crystals",83
"Micro Auxiliary Power Core II",2340,9838,1034,Superconductors,6
"Micro Auxiliary Power Core II",2340,11399,18,Morphite,2
"Micro Auxiliary Power Core II",2340,11482,332,"R.A.M.- Energy Tech",2
"Micro Auxiliary Power Core II",2340,11539,334,"Nanoelectrical Microprocessor",6
"Bomb Launcher II",2340,9848,1040,Robotics,6
"Bomb Launcher II",2340,11399,18,Morphite,2
"Bomb Launcher II",2340,11486,332,"R.A.M.- Weapon Tech",2
"Bomb Launcher II",2340,11540,334,"Quantum Microprocessor",8
"Core Probe Launcher II",7020,9834,1040,"Guidance Systems",4
"Core Probe Launcher II",7020,11399,18,Morphite,2
"Core Probe Launcher II",7020,11483,332,"R.A.M.- Electronics",2
"Core Probe Launcher II",7020,11540,334,"Quantum Microprocessor",6
"Expanded Probe Launcher II",7020,9834,1040,"Guidance Systems",4
"Expanded Probe Launcher II",7020,11399,18,Morphite,2
"Expanded Probe Launcher II",7020,11483,332,"R.A.M.- Electronics",2
"Expanded Probe Launcher II",7020,11540,334,"Quantum Microprocessor",6
"Armored Warfare Link - Damage Control II",9360,9840,1034,Transmitter,9
"Armored Warfare Link - Damage Control II",9360,11399,18,Morphite,5
"Armored Warfare Link - Damage Control II",9360,11483,332,"R.A.M.- Electronics",2
"Armored Warfare Link - Damage Control II",9360,11539,334,"Nanoelectrical Microprocessor",12
"Armored Warfare Link - Damage Control II",9360,16681,429,Nanotransistors,33
"Armored Warfare Link - Damage Control II",9360,16682,429,"Hypersynaptic Fibers",17
"Armored Warfare Link - Passive Defense II",9360,9840,1034,Transmitter,9
"Armored Warfare Link - Passive Defense II",9360,11399,18,Morphite,5
"Armored Warfare Link - Passive Defense II",9360,11483,332,"R.A.M.- Electronics",2
"Armored Warfare Link - Passive Defense II",9360,11539,334,"Nanoelectrical Microprocessor",12
"Armored Warfare Link - Passive Defense II",9360,16681,429,Nanotransistors,33
"Armored Warfare Link - Passive Defense II",9360,16682,429,"Hypersynaptic Fibers",17
"Armored Warfare Link - Rapid Repair II",9360,9840,1034,Transmitter,9
"Armored Warfare Link - Rapid Repair II",9360,11399,18,Morphite,5
"Armored Warfare Link - Rapid Repair II",9360,11483,332,"R.A.M.- Electronics",2
"Armored Warfare Link - Rapid Repair II",9360,11539,334,"Nanoelectrical Microprocessor",12
"Armored Warfare Link - Rapid Repair II",9360,16681,429,Nanotransistors,33
"Armored Warfare Link - Rapid Repair II",9360,16682,429,"Hypersynaptic Fibers",17
"Information Warfare Link - Electronic Superiority II",9360,9840,1034,Transmitter,9
"Information Warfare Link - Electronic Superiority II",9360,11399,18,Morphite,5
"Information Warfare Link - Electronic Superiority II",9360,11483,332,"R.A.M.- Electronics",2
"Information Warfare Link - Electronic Superiority II",9360,11541,334,"Photon Microprocessor",12
"Information Warfare Link - Electronic Superiority II",9360,16681,429,Nanotransistors,33
"Information Warfare Link - Electronic Superiority II",9360,16682,429,"Hypersynaptic Fibers",17
"Information Warfare Link - Recon Operation II",9360,9840,1034,Transmitter,9
"Information Warfare Link - Recon Operation II",9360,11399,18,Morphite,5
"Information Warfare Link - Recon Operation II",9360,11483,332,"R.A.M.- Electronics",2
"Information Warfare Link - Recon Operation II",9360,11541,334,"Photon Microprocessor",12
"Information Warfare Link - Recon Operation II",9360,16681,429,Nanotransistors,33
"Information Warfare Link - Recon Operation II",9360,16682,429,"Hypersynaptic Fibers",17
"Information Warfare Link - Sensor Integrity II",9360,9840,1034,Transmitter,9
"Information Warfare Link - Sensor Integrity II",9360,11399,18,Morphite,5
"Information Warfare Link - Sensor Integrity II",9360,11483,332,"R.A.M.- Electronics",2
"Information Warfare Link - Sensor Integrity II",9360,11541,334,"Photon Microprocessor",12
"Information Warfare Link - Sensor Integrity II",9360,16681,429,Nanotransistors,33
"Information Warfare Link - Sensor Integrity II",9360,16682,429,"Hypersynaptic Fibers",17
"Mining Foreman Link - Harvester Capacitor Efficiency II",9360,9840,1034,Transmitter,9
"Mining Foreman Link - Harvester Capacitor Efficiency II",9360,11399,18,Morphite,5
"Mining Foreman Link - Harvester Capacitor Efficiency II",9360,11483,332,"R.A.M.- Electronics",2
"Mining Foreman Link - Harvester Capacitor Efficiency II",9360,11541,334,"Photon Microprocessor",12
"Mining Foreman Link - Harvester Capacitor Efficiency II",9360,16681,429,Nanotransistors,33
"Mining Foreman Link - Harvester Capacitor Efficiency II",9360,16682,429,"Hypersynaptic Fibers",17
"Mining Foreman Link - Laser Optimization II",9360,9840,1034,Transmitter,9
"Mining Foreman Link - Laser Optimization II",9360,11399,18,Morphite,5
"Mining Foreman Link - Laser Optimization II",9360,11483,332,"R.A.M.- Electronics",2
"Mining Foreman Link - Laser Optimization II",9360,11541,334,"Photon Microprocessor",12
"Mining Foreman Link - Laser Optimization II",9360,16681,429,Nanotransistors,33
"Mining Foreman Link - Laser Optimization II",9360,16682,429,"Hypersynaptic Fibers",17
"Mining Foreman Link - Mining Laser Field Enhancement II",9360,9840,1034,Transmitter,9
"Mining Foreman Link - Mining Laser Field Enhancement II",9360,11399,18,Morphite,5
"Mining Foreman Link - Mining Laser Field Enhancement II",9360,11483,332,"R.A.M.- Electronics",2
"Mining Foreman Link - Mining Laser Field Enhancement II",9360,11541,334,"Photon Microprocessor",12
"Mining Foreman Link - Mining Laser Field Enhancement II",9360,16681,429,Nanotransistors,33
"Mining Foreman Link - Mining Laser Field Enhancement II",9360,16682,429,"Hypersynaptic Fibers",17
"Siege Warfare Link - Active Shielding II",9360,9840,1034,Transmitter,9
"Siege Warfare Link - Active Shielding II",9360,11399,18,Morphite,5
"Siege Warfare Link - Active Shielding II",9360,11483,332,"R.A.M.- Electronics",2
"Siege Warfare Link - Active Shielding II",9360,11540,334,"Quantum Microprocessor",12
"Siege Warfare Link - Active Shielding II",9360,16681,429,Nanotransistors,33
"Siege Warfare Link - Active Shielding II",9360,16682,429,"Hypersynaptic Fibers",17
"Siege Warfare Link - Shield Efficiency II",9360,9840,1034,Transmitter,9
"Siege Warfare Link - Shield Efficiency II",9360,11399,18,Morphite,5
"Siege Warfare Link - Shield Efficiency II",9360,11483,332,"R.A.M.- Electronics",2
"Siege Warfare Link - Shield Efficiency II",9360,11540,334,"Quantum Microprocessor",12
"Siege Warfare Link - Shield Efficiency II",9360,16681,429,Nanotransistors,33
"Siege Warfare Link - Shield Efficiency II",9360,16682,429,"Hypersynaptic Fibers",17
"Siege Warfare Link - Shield Harmonizing II",9360,9840,1034,Transmitter,9
"Siege Warfare Link - Shield Harmonizing II",9360,11399,18,Morphite,5
"Siege Warfare Link - Shield Harmonizing II",9360,11483,332,"R.A.M.- Electronics",2
"Siege Warfare Link - Shield Harmonizing II",9360,11540,334,"Quantum Microprocessor",12
"Siege Warfare Link - Shield Harmonizing II",9360,16681,429,Nanotransistors,33
"Siege Warfare Link - Shield Harmonizing II",9360,16682,429,"Hypersynaptic Fibers",17
"Skirmish Warfare Link - Evasive Maneuvers II",9360,9840,1034,Transmitter,9
"Skirmish Warfare Link - Evasive Maneuvers II",9360,11399,18,Morphite,5
"Skirmish Warfare Link - Evasive Maneuvers II",9360,11483,332,"R.A.M.- Electronics",2
"Skirmish Warfare Link - Evasive Maneuvers II",9360,11538,334,"Nanomechanical Microprocessor",12
"Skirmish Warfare Link - Evasive Maneuvers II",9360,16681,429,Nanotransistors,33
"Skirmish Warfare Link - Evasive Maneuvers II",9360,16682,429,"Hypersynaptic Fibers",17
"Skirmish Warfare Link - Interdiction Maneuvers II",9360,9840,1034,Transmitter,9
"Skirmish Warfare Link - Interdiction Maneuvers II",9360,11399,18,Morphite,5
"Skirmish Warfare Link - Interdiction Maneuvers II",9360,11483,332,"R.A.M.- Electronics",2
"Skirmish Warfare Link - Interdiction Maneuvers II",9360,11538,334,"Nanomechanical Microprocessor",12
"Skirmish Warfare Link - Interdiction Maneuvers II",9360,16681,429,Nanotransistors,33
"Skirmish Warfare Link - Interdiction Maneuvers II",9360,16682,429,"Hypersynaptic Fibers",17
"Skirmish Warfare Link - Rapid Deployment II",9360,9840,1034,Transmitter,9
"Skirmish Warfare Link - Rapid Deployment II",9360,11399,18,Morphite,5
"Skirmish Warfare Link - Rapid Deployment II",9360,11483,332,"R.A.M.- Electronics",2
"Skirmish Warfare Link - Rapid Deployment II",9360,11538,334,"Nanomechanical Microprocessor",12
"Skirmish Warfare Link - Rapid Deployment II",9360,16681,429,Nanotransistors,33
