baseid,basename,basebpid,basebpname,t2id,t2name,t2bpid,t2bpname,baseProb5,T2_runs,old_copytime,old_inventtime,old_buildtime,old_prodmod,new_copytime,new_inventtime
573,"Neutron Blaster Cannon I",1124,"Neutron Blaster Cannon I Blueprint",3186,"Neutron Blaster Cannon II",3187,"Neutron Blaster Cannon II Blueprint",0.50400,10,9000.000000,9000,14000,2800,2160,51000
3242,"Warp Disruptor I",3243,"Warp Disruptor I Blueprint",3244,"Warp Disruptor II",3245,"Warp Disruptor II Blueprint",0.50400,10,9000.000000,9000,11000,2200,1440,30900
455,"Quad Light Beam Laser I",839,"Quad Light Beam Laser I Blueprint",3285,"Quad Light Beam Laser II",3286,"Quad Light Beam Laser II Blueprint",0.50400,10,9000.000000,9000,7000,1400,1440,30900
2022,"X-Large Capacitor Battery I",2023,"X-Large Capacitor Battery I Blueprint",3472,"X-Large Capacitor Battery II",3473,"X-Large Capacitor Battery II Blueprint",0.50400,10,9000.000000,9000,10000,2000,2160,51000
1185,"Small Capacitor Battery I",1186,"Small Capacitor Battery I Blueprint",3488,"Small Capacitor Battery II",3489,"Small Capacitor Battery II Blueprint",0.50400,10,9000.000000,9000,4000,800,720,13800
2018,"Medium Capacitor Battery I",2019,"Medium Capacitor Battery I Blueprint",3496,"Medium Capacitor Battery II",3497,"Medium Capacitor Battery II Blueprint",0.50400,10,9000.000000,9000,6000,1200,1440,30900
2020,"Large Capacitor Battery I",2021,"Large Capacitor Battery I Blueprint",3504,"Large Capacitor Battery II",3505,"Large Capacitor Battery II Blueprint",0.50400,10,9000.000000,9000,8000,1600,1440,30900
456,"Focused Medium Pulse Laser I",840,"Focused Medium Pulse Laser I Blueprint",3512,"Focused Medium Pulse Laser II",3513,"Focused Medium Pulse Laser II Blueprint",0.50400,10,9000.000000,9000,8000,1600,1440,30900
458,"Heavy Pulse Laser I",842,"Heavy Pulse Laser I Blueprint",3520,"Heavy Pulse Laser II",3521,"Heavy Pulse Laser II Blueprint",0.50400,10,9000.000000,9000,10000,2000,1440,30900
3528,"Medium Armor Repairer I",3529,"Medium Armor Repairer I Blueprint",3530,"Medium Armor Repairer II",3531,"Medium Armor Repairer II Blueprint",0.50400,10,9000.000000,9000,6000,1200,1440,30900
3538,"Large Armor Repairer I",3539,"Large Armor Repairer I Blueprint",3540,"Large Armor Repairer II",3541,"Large Armor Repairer II Blueprint",0.50400,10,9000.000000,9000,9000,1800,2160,51000
3566,"Small Capacitor Booster I",3567,"Small Capacitor Booster I Blueprint",3568,"Small Capacitor Booster II",3569,"Small Capacitor Booster II Blueprint",0.50400,10,9000.000000,9000,4000,800,720,13800
3576,"Heavy Capacitor Booster I",3577,"Heavy Capacitor Booster I Blueprint",3578,"Heavy Capacitor Booster II",3579,"Heavy Capacitor Booster II Blueprint",0.50400,10,9000.000000,9000,6000,1200,2160,51000
3586,"Small Remote Shield Booster I",3587,"Small Remote Shield Booster I Blueprint",3588,"Small Remote Shield Booster II",3589,"Small Remote Shield Booster II Blueprint",0.50400,10,9000.000000,9000,4000,800,720,13800
3596,"Medium Remote Shield Booster I",3597,"Medium Remote Shield Booster I Blueprint",3598,"Medium Remote Shield Booster II",3599,"Medium Remote Shield Booster II Blueprint",0.50400,10,9000.000000,9000,5000,1000,1440,30900
3606,"Large Remote Shield Booster I",3607,"Large Remote Shield Booster I Blueprint",3608,"Large Remote Shield Booster II",3609,"Large Remote Shield Booster II Blueprint",0.50400,10,9000.000000,9000,6000,1200,1440,30900
3653,"Medium Hull Repairer I",3654,"Medium Hull Repairer I Blueprint",3655,"Medium Hull Repairer II",3656,"Medium Hull Repairer II Blueprint",0.50400,10,9000.000000,9000,6000,1200,1440,30900
3663,"Large Hull Repairer I",3664,"Large Hull Repairer I Blueprint",3665,"Large Hull Repairer II",3666,"Large Hull Repairer II Blueprint",0.50400,10,9000.000000,9000,9000,1800,1440,30900
3829,"Medium Shield Extender I",3830,"Medium Shield Extender I Blueprint",3831,"Medium Shield Extender II",3832,"Medium Shield Extender II Blueprint",0.50400,10,9000.000000,9000,4000,800,720,13800
3839,"Large Shield Extender I",3840,"Large Shield Extender I Blueprint",3841,"Large Shield Extender II",3842,"Large Shield Extender II Blueprint",0.50400,10,9000.000000,9000,5000,1000,1440,30900
3887,"Co-Processor I",11619,"Co-Processor I Blueprint",3888,"Co-Processor II",11747,"Co-Processor II Blueprint",0.50400,10,9000.000000,9000,6000,1200,720,13800
3937,"Medium Proton Smartbomb I",3938,"Medium Proton Smartbomb I Blueprint",3939,"Medium Proton Smartbomb II",3940,"Medium Proton Smartbomb II Blueprint",0.50400,10,9000.000000,9000,9000,1800,1440,30900
3941,"Medium Graviton Smartbomb I",3942,"Medium Graviton Smartbomb I Blueprint",3943,"Medium Graviton Smartbomb II",3944,"Medium Graviton Smartbomb II Blueprint",0.50400,10,9000.000000,9000,9000,1800,1440,30900
3947,"Medium Plasma Smartbomb I",3948,"Medium Plasma Smartbomb I Blueprint",3949,"Medium Plasma Smartbomb II",3950,"Medium Plasma Smartbomb II Blueprint",0.50400,10,9000.000000,9000,9000,1800,1440,30900
3953,"Medium EMP Smartbomb I",3954,"Medium EMP Smartbomb I Blueprint",3955,"Medium EMP Smartbomb II",3956,"Medium EMP Smartbomb II Blueprint",0.50400,10,9000.000000,9000,9000,1800,1440,30900
3977,"Large Proton Smartbomb I",3978,"Large Proton Smartbomb I Blueprint",3979,"Large Proton Smartbomb II",3980,"Large Proton Smartbomb II Blueprint",0.50400,10,9000.000000,9000,12000,2400,2160,51000
3981,"Large Graviton Smartbomb I",3982,"Large Graviton Smartbomb I Blueprint",3983,"Large Graviton Smartbomb II",3984,"Large Graviton Smartbomb II Blueprint",0.50400,10,9000.000000,9000,12000,2400,2160,51000
27904,"Large Remote Hull Repairer I",27905,"Large Remote Hull Repairer I Blueprint",3986,"Large Remote Hull Repairer II",3991,"Large Remote Hull Repairer II Blueprint",0.50400,10,9000.000000,9000,9000,120,2160,51000
3987,"Large Plasma Smartbomb I",3988,"Large Plasma Smartbomb I Blueprint",3989,"Large Plasma Smartbomb II",3990,"Large Plasma Smartbomb II Blueprint",0.50400,10,9000.000000,9000,12000,2400,2160,51000
3993,"Large EMP Smartbomb I",3994,"Large EMP Smartbomb I Blueprint",3995,"Large EMP Smartbomb II",3996,"Large EMP Smartbomb II Blueprint",0.50400,10,9000.000000,9000,12000,2400,2160,51000
4013,"RADAR Backup Array I",11836,"RADAR Backup Array I Blueprint",4014,"RADAR Backup Array II",11837,"RADAR Backup Array II Blueprint",0.50400,10,9000.000000,9000,2000,400,720,13800
460,"Dual Heavy Pulse Laser I",844,"Dual Heavy Pulse Laser I Blueprint",4147,"Dual Heavy Pulse Laser II",4148,"Dual Heavy Pulse Laser II Blueprint",0.50400,10,9000.000000,9000,12000,2400,2160,51000
28654,"Warp Disruption Field Generator I",28655,"Warp Disruption Field Generator I Blueprint",4248,"Warp Disruption Field Generator II",4249,"Warp Disruption Field Generator II Blueprint",0.50400,10,9000.000000,9000,6000,120,2880,68100
24348,"Small Tractor Beam I",24349,"Small Tractor Beam I Blueprint",4250,"Small Tractor Beam II",4251,"Small Tractor Beam II Blueprint",0.50400,10,18000.000000,9000,3000,120,720,13800
24644,"Capital Tractor Beam I",24645,"Capital Tractor Beam I Blueprint",4252,"Capital Tractor Beam II",4253,"Capital Tractor Beam II Blueprint",0.50400,10,675000.000000,9000,90000,18000,28800,681000
11563,"Micro Auxiliary Power Core I",11564,"Micro Auxiliary Power Core I Blueprint",4254,"Micro Auxiliary Power Core II",4255,"Micro Auxiliary Power Core II Blueprint",0.50400,10,9000.000000,9000,3000,120,720,13800
27914,"Bomb Launcher I",27915,"Bomb Launcher I Blueprint",4256,"Bomb Launcher II",4257,"Bomb Launcher II Blueprint",0.50400,10,9000.000000,9000,3000,120,2880,29400
17938,"Core Probe Launcher I",17939,"Core Probe Launcher I Blueprint",4258,"Core Probe Launcher II",4259,"Core Probe Launcher II Blueprint",0.50400,10,9000.000000,9000,3000,120,2160,51000
18639,"Expanded Probe Launcher I",18640,"Expanded Probe Launcher I Blueprint",4260,"Expanded Probe Launcher II",4261,"Expanded Probe Launcher II Blueprint",0.50400,10,9000.000000,9000,3000,120,2880,55200
20069,"Armored Warfare Link - Damage Control I",22299,"Armored Warfare Link - Damage Control I Blueprint",4262,"Armored Warfare Link - Damage Control II",4263,"Armored Warfare Link - Damage Control II Blueprint",0.50400,10,9000.000000,9000,6000,600,1440,54300
20409,"Armored Warfare Link - Passive Defense I",22300,"Armored Warfare Link - Passive Defense I Blueprint",4264,"Armored Warfare Link - Passive Defense II",4265,"Armored Warfare Link - Passive Defense II Blueprint",0.50400,10,9000.000000,9000,6000,600,2880,68100
22227,"Armored Warfare Link - Rapid Repair I",22301,"Armored Warfare Link - Rapid Repair I Blueprint",4266,"Armored Warfare Link - Rapid Repair II",4267,"Armored Warfare Link - Rapid Repair II Blueprint",0.50400,10,9000.000000,9000,6000,600,2880,68100
20406,"Information Warfare Link - Electronic Superiority I",22303,"Information Warfare Link - Electronic Superiority I Blueprint",4268,"Information Warfare Link - Electronic Superiority II",4269,"Information Warfare Link - Electronic Superiority II Blueprint",0.50400,10,9000.000000,9000,6000,600,2880,68100
20405,"Information Warfare Link - Recon Operation I",22304,"Information Warfare Link - Recon Operation I Blueprint",4270,"Information Warfare Link - Recon Operation II",4271,"Information Warfare Link - Recon Operation II Blueprint",0.50400,10,9000.000000,9000,6000,600,2880,68100
11052,"Information Warfare Link - Sensor Integrity I",22305,"Information Warfare Link - Sensor Integrity I Blueprint",4272,"Information Warfare Link - Sensor Integrity II",4273,"Information Warfare Link - Sensor Integrity II Blueprint",0.50400,10,9000.000000,9000,6000,600,2880,68100
22553,"Mining Foreman Link - Harvester Capacitor Efficiency I",22554,"Mining Foreman Link - Harvester Capacitor Efficiency I Blueprint",4274,"Mining Foreman Link - Harvester Capacitor Efficiency II",4275,"Mining Foreman Link - Harvester Capacitor Efficiency II Blueprint",0.50400,10,9000.000000,9000,6000,600,2880,68100
22557,"Mining Foreman Link - Laser Optimization I",22558,"Mining Foreman Link - Laser Optimization I Blueprint",4276,"Mining Foreman Link - Laser Optimization II",4277,"Mining Foreman Link - Laser Optimization II Blueprint",0.50400,10,9000.000000,9000,6000,600,2880,68100
22555,"Mining Foreman Link - Mining Laser Field Enhancement I",22556,"Mining Foreman Link - Mining Laser Field Enhancement I Blueprint",4278,"Mining Foreman Link - Mining Laser Field Enhancement II",4279,"Mining Foreman Link - Mining Laser Field Enhancement II Blueprint",0.50400,10,9000.000000,9000,6000,600,2880,68100
20124,"Siege Warfare Link - Active Shielding I",22307,"Siege Warfare Link - Active Shielding I Blueprint",4280,"Siege Warfare Link - Active Shielding II",4281,"Siege Warfare Link - Active Shielding II Blueprint",0.50400,10,9000.000000,9000,6000,600,1440,54300
22228,"Siege Warfare Link - Shield Efficiency I",22308,"Siege Warfare Link - Shield Efficiency I Blueprint",4282,"Siege Warfare Link - Shield Efficiency II",4283,"Siege Warfare Link - Shield Efficiency II Blueprint",0.50400,10,9000.000000,9000,6000,600,2880,68100
20514,"Siege Warfare Link - Shield Harmonizing I",22306,"Siege Warfare Link - Shield Harmonizing I Blueprint",4284,"Siege Warfare Link - Shield Harmonizing II",4285,"Siege Warfare Link - Shield Harmonizing II Blueprint",0.50400,10,9000.000000,9000,6000,600,1440,54300
20070,"Skirmish Warfare Link - Evasive Maneuvers I",22309,"Skirmish Warfare Link - Evasive Maneuvers I Blueprint",4286,"Skirmish Warfare Link - Evasive Maneuvers II",4287,"Skirmish Warfare Link - Evasive Maneuvers II Blueprint",0.50400,10,9000.000000,9000,6000,600,1440,54300
11017,"Skirmish Warfare Link - Interdiction Maneuvers I",22310,"Skirmish Warfare Link - Interdiction Maneuvers I Blueprint",4288,"Skirmish Warfare Link - Interdiction Maneuvers II",4289,"Skirmish Warfare Link - Interdiction Maneuvers II Blueprint",0.50400,10,9000.000000,9000,6000,600,2880,68100
20408,"Skirmish Warfare Link - Rapid Deployment I",22311,"Skirmish Warfare Link - Rapid Deployment I Blueprint",4290,"Skirmish Warfare Link - Rapid Deployment II",4291,"Skirmish Warfare Link - Rapid Deployment II Blueprint",0.50400,10,9000.000000,9000,6000,600,2880,68100
20280,"Siege Module I",20281,"Siege Module I Blueprint",4292,"Siege Module II",4293,"Siege Module II Blueprint",0.50400,10,675000.000000,9000,90000,18000,43200,1021800
27951,"Triage Module I",27952,"Triage Module I Blueprint",4294,"Triage Module II",4295,"Triage Module II Blueprint",0.50400,10,675000.000000,9000,90000,18000,43200,1021800
27930,"Medium Remote Hull Repairer I",27931,"Medium Remote Hull Repairer I Blueprint",4296,"Medium Remote Hull Repairer II",4298,"Medium Remote Hull Repairer II Blueprint",0.50400,10,9000.000000,9000,6000,120,1440,30900
27932,"Small Remote Hull Repairer I",27933,"Small Remote Hull Repairer I Blueprint",4299,"Small Remote Hull Repairer II",4300,"Small Remote Hull Repairer II Blueprint",0.50400,10,9000.000000,9000,3000,120,720,13800
4395,"Medium Processor Overclocking Unit I",4396,"Medium Processor Overclocking Unit I Blueprint",4399,"Medium Processor Overclocking Unit II",4400,"Medium Processor Overclocking Unit II Blueprint",0.50400,1,45000.000000,45000,15000,3000,2400,15600
4397,"Large Processor Overclocking Unit I",4398,"Large Processor Overclocking Unit I Blueprint",4401,"Large Processor Overclocking Unit II",4402,"Large Processor Overclocking Unit II Blueprint",0.50400,1,90000.000000,90000,30000,6000,3600,23400
4393,"Drone Damage Amplifier I",4394,"Drone Damage Amplifier I Blueprint",4405,"Drone Damage Amplifier II",4406,"Drone Damage Amplifier II Blueprint",0.50400,10,9000.000000,9000,5000,1000,720,13800
9944,"Magnetic Field Stabilizer I",9945,"Magnetic Field Stabilizer I Blueprint",10190,"Magnetic Field Stabilizer II",10191,"Magnetic Field Stabilizer II Blueprint",0.50400,10,9000.000000,9000,5000,1000,720,13800
10246,"Mining Drone I",10247,"Mining Drone I Blueprint",10250,"Mining Drone II",10251,"Mining Drone II Blueprint",0.50400,1,7200.000000,7200,1000,200,240,600
10629,"Rocket Launcher I",10630,"Rocket Launcher I Blueprint",10631,"Rocket Launcher II",10632,"Rocket Launcher II Blueprint",0.50400,10,9000.000000,9000,1000,200,720,13800
10678,"125mm Railgun I",10679,"125mm Railgun I Blueprint",10680,"125mm Railgun II",10681,"125mm Railgun II Blueprint",0.50400,10,9000.000000,9000,4000,800,720,13800
10840,"X-Large Shield Booster I",10841,"X-Large Shield Booster I Blueprint",10842,"X-Large Shield Booster II",10843,"X-Large Shield Booster II Blueprint",0.50400,10,9000.000000,9000,8000,1600,2160,51000
10836,"Medium Shield Booster I",10837,"Medium Shield Booster I Blueprint",10850,"Medium Shield Booster II",10851,"Medium Shield Booster II Blueprint",0.50400,10,9000.000000,9000,4500,900,720,13800
10838,"Large Shield Booster I",10839,"Large Shield Booster I Blueprint",10858,"Large Shield Booster II",10859,"Large Shield Booster II Blueprint",0.50400,10,9000.000000,9000,6000,1200,1440,30900
607,Imicus,954,"Imicus Blueprint",11172,Helios,11173,"Helios Blueprint",0.37800,1,3000.000000,90000,30000,6000,4800,63900
609,Maulus,956,"Maulus Blueprint",11174,Keres,11175,"Keres Blueprint",0.37800,1,3000.000000,90000,40000,8000,4800,63900
583,Condor,684,"Condor Blueprint",11176,Crow,11177,"Crow Blueprint",0.37800,1,3000.000000,90000,25000,5000,4800,63900
583,Condor,684,"Condor Blueprint",11178,Raptor,11179,"Raptor Blueprint",0.37800,1,3000.000000,90000,25000,5000,4800,63900
586,Probe,690,"Probe Blueprint",11182,Cheetah,11183,"Cheetah Blueprint",0.37800,1,3000.000000,90000,30000,6000,4800,63900
589,Executioner,936,"Executioner Blueprint",11184,Crusader,11185,"Crusader Blueprint",0.37800,1,3000.000000,90000,25000,5000,4800,63900
589,Executioner,936,"Executioner Blueprint",11186,Malediction,11187,"Malediction Blueprint",0.37800,1,3000.000000,90000,25000,5000,4800,63900
29248,Magnate,29249,"Magnate Blueprint",11188,Anathema,11189,"Anathema Blueprint",0.37800,1,3000.000000,90000,30000,6000,4800,63900
2161,Crucifier,2162,"Crucifier Blueprint",11190,Sentinel,11191,"Sentinel Blueprint",0.37800,1,3000.000000,90000,40000,8000,4800,63900
605,Heron,952,"Heron Blueprint",11192,Buzzard,11193,"Buzzard Blueprint",0.37800,1,3000.000000,90000,30000,6000,4800,63900
584,Griffin,685,"Griffin Blueprint",11194,Kitsune,11195,"Kitsune Blueprint",0.37800,1,3000.000000,90000,40000,8000,4800,63900
585,Slasher,689,"Slasher Blueprint",11196,Claw,11197,"Claw Blueprint",0.37800,1,3000.000000,90000,25000,5000,4800,63900
585,Slasher,689,"Slasher Blueprint",11198,Stiletto,11199,"Stiletto Blueprint",0.37800,1,3000.000000,90000,25000,5000,4800,63900
608,Atron,955,"Atron Blueprint",11200,Taranis,11201,"Taranis Blueprint",0.37800,1,3000.000000,90000,25000,5000,4800,63900
608,Atron,955,"Atron Blueprint",11202,Ares,11203,"Ares Blueprint",0.37800,1,3000.000000,90000,25000,5000,4800,63900
11217,"Energized EM Membrane I",11218,"Energized EM Membrane I Blueprint",11219,"Energized EM Membrane II",11220,"Energized EM Membrane II Blueprint",0.50400,10,9000.000000,9000,6000,1200,720,13800
11227,"Energized Explosive Membrane I",11228,"Energized Explosive Membrane I Blueprint",11229,"Energized Explosive Membrane II",11230,"Energized Explosive Membrane II Blueprint",0.50400,10,9000.000000,9000,6000,1200,720,13800
11237,"Energized Armor Layering Membrane I",11238,"Energized Armor Layering Membrane I Blueprint",11239,"Energized Armor Layering Membrane II",11240,"Energized Armor Layering Membrane II Blueprint",0.50400,10,9000.000000,9000,6000,1200,720,13800
11247,"Energized Kinetic Membrane I",11248,"Energized Kinetic Membrane I Blueprint",11249,"Energized Kinetic Membrane II",11250,"Energized Kinetic Membrane II Blueprint",0.50400,10,9000.000000,9000,6000,1200,720,13800
11257,"Energized Thermic Membrane I",11258,"Energized Thermic Membrane I Blueprint",11259,"Energized Thermic Membrane II",11260,"Energized Thermic Membrane II Blueprint",0.50400,10,9000.000000,9000,6000,1200,720,13800
11267,"Energized Adaptive Nano Membrane I",11268,"Energized Adaptive Nano Membrane I Blueprint",11269,"Energized Adaptive Nano Membrane II",11270,"Energized Adaptive Nano Membrane II Blueprint",0.50400,10,9000.000000,9000,6000,1200,720,13800
597,Punisher,944,"Punisher Blueprint",11365,Vengeance,11366,"Vengeance Blueprint",0.37800,1,3000.000000,90000,40000,8000,4800,63900
587,Rifter,691,"Rifter Blueprint",11371,Wolf,11372,"Wolf Blueprint",0.37800,1,3000.000000,90000,40000,8000,4800,63900
593,Tristan,940,"Tristan Blueprint",11377,Nemesis,11378,"Nemesis Blueprint",0.37800,1,3000.000000,90000,35000,7000,4800,63900
603,Merlin,950,"Merlin Blueprint",11379,Hawk,11380,"Hawk Blueprint",0.37800,1,3000.000000,90000,40000,8000,4800,63900
603,Merlin,950,"Merlin Blueprint",11381,Harpy,11382,"Harpy Blueprint",0.37800,1,3000.000000,90000,40000,8000,4800,63900
3766,Vigil,3767,"Vigil Blueprint",11387,Hyena,11388,"Hyena Blueprint",0.37800,1,3000.000000,90000,40000,8000,4800,63900
597,Punisher,944,"Punisher Blueprint",11393,Retribution,11394,"Retribution Blueprint",0.37800,1,3000.000000,90000,40000,8000,4800,63900
587,Rifter,691,"Rifter Blueprint",11400,Jaguar,11401,"Jaguar Blueprint",0.37800,1,3000.000000,90000,40000,8000,4800,63900
11370,"Prototype Cloaking Device I",13000,"Prototype Cloaking Device I Blueprint",11577,"Improved Cloaking Device II",12104,"Improved Cloaking Device II Blueprint",0.50400,10,600000.000000,120000,16000,3200,3600,72300
11370,"Prototype Cloaking Device I",13000,"Prototype Cloaking Device I Blueprint",11578,"Covert Ops Cloaking Device II",12105,"Covert Ops Cloaking Device II Blueprint",0.50400,10,600000.000000,120000,24000,4800,3600,72300
10998,"Warp Core Stabilizer I",11613,"Warp Core Stabilizer I Blueprint",11640,"Warp Core Stabilizer II",11641,"Warp Core Stabilizer II Blueprint",0.50400,10,9000.000000,9000,6000,1200,720,13800
11301,"Armor EM Hardener I",11302,"Armor EM Hardener I Blueprint",11642,"Armor EM Hardener II",11643,"Armor EM Hardener II Blueprint",0.50400,10,9000.000000,9000,12000,2400,720,13800
11305,"Armor Kinetic Hardener I",11306,"Armor Kinetic Hardener I Blueprint",11644,"Armor Kinetic Hardener II",11645,"Armor Kinetic Hardener II Blueprint",0.50400,10,9000.000000,9000,12000,2400,720,13800
11303,"Armor Explosive Hardener I",11304,"Armor Explosive Hardener I Blueprint",11646,"Armor Explosive Hardener II",11647,"Armor Explosive Hardener II Blueprint",0.50400,10,9000.000000,9000,12000,2400,720,13800
11277,"Armor Thermic Hardener I",11278,"Armor Thermic Hardener I Blueprint",11648,"Armor Thermic Hardener II",11649,"Armor Thermic Hardener II Blueprint",0.50400,10,9000.000000,9000,12000,2400,720,13800
632,Blackbird,977,"Blackbird Blueprint",11957,Falcon,11958,"Falcon Blueprint",0.31500,1,12000.000000,180000,120000,24000,9600,128100
632,Blackbird,977,"Blackbird Blueprint",11959,Rook,11960,"Rook Blueprint",0.31500,1,12000.000000,180000,120000,24000,9600,128100
630,Bellicose,975,"Bellicose Blueprint",11961,Huginn,11962,"Huginn Blueprint",0.31500,1,12000.000000,180000,120000,24000,9600,128100
630,Bellicose,975,"Bellicose Blueprint",11963,Rapier,11964,"Rapier Blueprint",0.31500,1,12000.000000,180000,120000,24000,9600,128100
628,Arbitrator,973,"Arbitrator Blueprint",11965,Pilgrim,11966,"Pilgrim Blueprint",0.31500,1,12000.000000,180000,120000,24000,9600,128100
633,Celestis,978,"Celestis Blueprint",11969,Arazu,11970,"Arazu Blueprint",0.31500,1,12000.000000,180000,120000,24000,9600,128100
633,Celestis,978,"Celestis Blueprint",11971,Lachesis,11972,"Lachesis Blueprint",0.31500,1,12000.000000,180000,120000,24000,9600,128100
631,Scythe,976,"Scythe Blueprint",11978,Scimitar,11979,"Scimitar Blueprint",0.31500,1,12000.000000,180000,80000,16000,9600,128100
620,Osprey,686,"Osprey Blueprint",11985,Basilisk,11986,"Basilisk Blueprint",0.31500,1,12000.000000,180000,80000,16000,9600,128100
625,Augoror,970,"Augoror Blueprint",11987,Guardian,11988,"Guardian Blueprint",0.31500,1,12000.000000,180000,80000,16000,9600,128100
634,Exequror,979,"Exequror Blueprint",11989,Oneiros,11990,"Oneiros Blueprint",0.31500,1,12000.000000,180000,80000,16000,9600,128100
621,Caracal,687,"Caracal Blueprint",11993,Cerberus,11994,"Cerberus Blueprint",0.31500,1,12000.000000,180000,160000,32000,9600,128100
623,Moa,968,"Moa Blueprint",11995,Onyx,11996,"Onyx Blueprint",0.31500,1,12000.000000,180000,140000,28000,9600,128100
622,Stabber,692,"Stabber Blueprint",11999,Vagabond,12000,"Vagabond Blueprint",0.31500,1,12000.000000,180000,160000,32000,9600,128100
2006,Omen,2007,"Omen Blueprint",12003,Zealot,12004,"Zealot Blueprint",0.31500,1,12000.000000,180000,160000,32000,9600,128100
626,Vexor,971,"Vexor Blueprint",12005,Ishtar,12006,"Ishtar Blueprint",0.31500,1,12000.000000,180000,160000,32000,9600,128100
623,Moa,968,"Moa Blueprint",12011,Eagle,12012,"Eagle Blueprint",0.31500,1,12000.000000,180000,160000,32000,9600,128100
629,Rupture,974,"Rupture Blueprint",12013,Broadsword,12014,"Broadsword Blueprint",0.31500,1,12000.000000,180000,140000,28000,9600,128100
629,Rupture,974,"Rupture Blueprint",12015,Muninn,12016,"Muninn Blueprint",0.31500,1,12000.000000,180000,160000,32000,9600,128100
624,Maller,969,"Maller Blueprint",12017,Devoter,12018,"Devoter Blueprint",0.31500,1,12000.000000,180000,140000,28000,9600,128100
624,Maller,969,"Maller Blueprint",12019,Sacrilege,12020,"Sacrilege Blueprint",0.31500,1,12000.000000,180000,160000,32000,9600,128100
627,Thorax,972,"Thorax Blueprint",12021,Phobos,12022,"Phobos Blueprint",0.31500,1,12000.000000,180000,140000,28000,9600,128100
627,Thorax,972,"Thorax Blueprint",12023,Deimos,12024,"Deimos Blueprint",0.31500,1,12000.000000,180000,160000,32000,9600,128100
602,Kestrel,949,"Kestrel Blueprint",12032,Manticore,12031,"Manticore Blueprint",0.37800,1,3000.000000,90000,35000,7000,4800,63900
598,Breacher,945,"Breacher Blueprint",12034,Hound,12035,"Hound Blueprint",0.37800,1,3000.000000,90000,35000,7000,4800,63900
590,Inquisitor,937,"Inquisitor Blueprint",12038,Purifier,12041,"Purifier Blueprint",0.37800,1,3000.000000,90000,35000,7000,4800,63900
594,Incursus,941,"Incursus Blueprint",12042,Ishkur,12043,"Ishkur Blueprint",0.37800,1,3000.000000,90000,40000,8000,4800,63900
594,Incursus,941,"Incursus Blueprint",12044,Enyo,12045,"Enyo Blueprint",0.37800,1,3000.000000,90000,40000,8000,4800,63900
12056,"10MN Afterburner I",12057,"10MN Afterburner I Blueprint",12058,"10MN Afterburner II",12059,"10MN Afterburner II Blueprint",0.50400,10,9000.000000,9000,10000,2000,1440,30900
12066,"100MN Afterburner I",12067,"100MN Afterburner I Blueprint",12068,"100MN Afterburner II",12069,"100MN Afterburner II Blueprint",0.50400,10,9000.000000,9000,20000,4000,2160,51000
12052,"10MN Microwarpdrive I",12053,"10MN Microwarpdrive I Blueprint",12076,"10MN Microwarpdrive II",12077,"10MN Microwarpdrive II Blueprint",0.50400,10,9000.000000,9000,20000,4000,1440,30900
12054,"100MN Microwarpdrive I",12055,"100MN Microwarpdrive I Blueprint",12084,"100MN Microwarpdrive II",12085,"100MN Microwarpdrive II Blueprint",0.50400,10,9000.000000,9000,40000,8000,2160,51000
12225,"Large Remote Capacitor Transmitter I",12226,"Large Remote Capacitor Transmitter I Blueprint",12102,"Large Remote Capacitor Transmitter II",12103,"Large Remote Capacitor Transmitter II Blueprint",0.50400,10,9000.000000,9000,12000,2400,2160,51000
12217,"Medium Remote Capacitor Transmitter I",12218,"Medium Remote Capacitor Transmitter I Blueprint",12221,"Medium Remote Capacitor Transmitter II",12222,"Medium Remote Capacitor Transmitter II Blueprint",0.50400,10,9000.000000,9000,8000,1600,1440,30900
12257,"Medium Nosferatu I",12258,"Medium Nosferatu I Blueprint",12259,"Medium Nosferatu II",12260,"Medium Nosferatu II Blueprint",0.50400,10,9000.000000,9000,10000,2000,1440,30900
12261,"Heavy Nosferatu I",12262,"Heavy Nosferatu I Blueprint",12263,"Heavy Nosferatu II",12264,"Heavy Nosferatu II Blueprint",0.50400,10,9000.000000,9000,15000,3000,2160,51000
12265,"Medium Energy Neutralizer I",12266,"Medium Energy Neutralizer I Blueprint",12267,"Medium Energy Neutralizer II",12268,"Medium Energy Neutralizer II Blueprint",0.50400,10,9000.000000,9000,8000,1600,1440,30900
12269,"Heavy Energy Neutralizer I",12270,"Heavy Energy Neutralizer I Blueprint",12271,"Heavy Energy Neutralizer II",12272,"Heavy Energy Neutralizer II Blueprint",0.50400,10,9000.000000,9000,12000,2400,2160,51000
12344,"200mm Railgun I",12345,"200mm Railgun I Blueprint",12346,"200mm Railgun II",12347,"200mm Railgun II Blueprint",0.50400,10,9000.000000,9000,9000,1800,1440,30900
12354,"350mm Railgun I",12355,"350mm Railgun I Blueprint",12356,"350mm Railgun II",12357,"350mm Railgun II Blueprint",0.50400,10,9000.000000,9000,13000,2600,2160,51000
246,"Multifrequency S",1161,"Multifrequency S Blueprint",12557,"Gleam S",12558,"Gleam S Blueprint",0.50400,40,4500.000000,4500,20000,4000,240,22800
239,"Radio S",1154,"Radio S Blueprint",12559,"Aurora S",12560,"Aurora S Blueprint",0.50400,40,4500.000000,4500,20000,4000,240,22800
